"nspnID","beta.b2a.bsl","lrnR_Appet.b2a.bsl","lrnR_Aver.b2a.bsl","PavBias.b2a.bsl","irNoiseXi.b2a.bsl","GoBias.b2a.bsl","iLik.b2a.bsl","beta.b2a.fu1","lrnR_Appet.b2a.fu1","lrnR_Aver.b2a.fu1","PavBias.b2a.fu1","irNoiseXi.b2a.fu1","GoBias.b2a.fu1","iLik.b2a.fu1","beta.b2a.fu2","lrnR_Appet.b2a.fu2","lrnR_Aver.b2a.fu2","PavBias.b2a.fu2","irNoiseXi.b2a.fu2","GoBias.b2a.fu2","iLik.b2a.fu2"
21659,3.478199,0.232262,0.243321,0.094969,0.075954,0.555498,-89.895615,NA,NA,NA,NA,NA,NA,NA,13.159199,0.529757,0.129479,0.141907,0.029058,-0.011641,-45.474471
21691,16.290467,0.162751,0.316688,0.492178,0.136091,-0.525727,-59.36811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21717,11.660813,0.289464,0.036038,0.176666,0.048622,0.405316,-56.292266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21733,2.81621,0.092704,0.036865,0.370511,0.062287,1.118679,-78.951736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21741,3.561322,0.259893,0.724476,0.099723,0.064621,1.455651,-68.336454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21758,16.984224,0.231733,0.115486,0.25514,0.092233,1.687093,-44.984797,NA,NA,NA,NA,NA,NA,NA,9.833992,0.254356,0.145656,0.097164,0.034761,-0.17668,-41.244068
21816,8.567887,0.149804,0.014234,0.106515,0.03084,-0.347076,-62.711247,NA,NA,NA,NA,NA,NA,NA,7.412046,0.18797,0.232613,0.179951,0.034399,1.525549,-51.284323
21931,11.146613,0.140849,0.075591,0.384764,0.050141,0.011956,-53.203638,NA,NA,NA,NA,NA,NA,NA,5.753209,0.19575,0.007156,0.259236,0.031711,-0.6556,-71.584645
22020,8.221628,0.131219,0.132861,0.187499,0.05648,1.551075,-49.872732,NA,NA,NA,NA,NA,NA,NA,12.777119,0.072816,0.503506,0.345612,0.078522,0.259728,-45.820394
22053,7.750499,0.159166,0.282441,0.264408,0.032993,1.023667,-42.710524,NA,NA,NA,NA,NA,NA,NA,20.490205,0.269504,0.257942,0.260989,0.160509,0.806543,-54.752719
22129,3.355035,0.117379,0.514614,0.150572,0.061485,0.892343,-71.366069,NA,NA,NA,NA,NA,NA,NA,3.067442,0.058553,0.194063,0.269376,0.058464,0.394553,-81.976308
22152,2.859789,0.036427,0.122677,0.834634,0.066636,0.853783,-88.450837,NA,NA,NA,NA,NA,NA,NA,7.34913,0.060939,0.116644,0.619426,0.033889,-0.23712,-70.729582
22160,3.405388,0.069211,0.153198,0.934039,0.044584,0.959955,-68.887244,NA,NA,NA,NA,NA,NA,NA,10.163903,0.077138,0.283877,0.071709,0.055238,0.955374,-48.843273
22186,9.840181,0.190179,0.221773,0.263745,0.037466,0.215761,-47.844587,NA,NA,NA,NA,NA,NA,NA,11.85262,0.130659,0.074375,0.264423,0.051911,0.497338,-55.053475
22202,5.003482,0.325346,0.602317,0.083486,0.129137,0.865102,-73.886358,NA,NA,NA,NA,NA,NA,NA,4.902883,0.472353,0.355501,0.131536,0.052336,0.922466,-52.353074
22236,16.276655,0.076485,0.230406,0.176382,0.120375,2.096697,-49.521789,NA,NA,NA,NA,NA,NA,NA,11.005384,0.083923,0.168054,0.123357,0.028722,1.621377,-35.236258
22277,7.948307,0.208012,0.204939,0.117822,0.076831,0.260675,-50.749938,NA,NA,NA,NA,NA,NA,NA,10.236367,0.228643,0.545298,0.265206,0.107563,-0.051841,-47.354995
22335,22.176409,0.106317,0.268535,0.268575,0.139247,1.199108,-53.917214,NA,NA,NA,NA,NA,NA,NA,4.162723,0.11596,0.196067,0.075434,0.037637,-0.368221,-60.285482
22418,3.96306,0.060463,0.176137,0.206732,0.079302,-0.08978,-80.560226,NA,NA,NA,NA,NA,NA,NA,6.165402,0.080817,0.194882,0.128114,0.046224,0.13356,-51.246227
22442,27.798017,0.13684,0.54145,0.613978,0.049265,2.072619,-23.788207,NA,NA,NA,NA,NA,NA,NA,14.184102,0.250603,0.134057,0.126063,0.076041,1.380026,-44.820986
22467,11.565298,0.102444,0.04433,0.418516,0.092332,1.093213,-66.725508,NA,NA,NA,NA,NA,NA,NA,5.325993,0.080338,0.030212,0.484286,0.037956,0.773415,-70.231055
22525,18.612186,0.046247,0.025914,0.238052,0.068792,0.073864,-84.872042,NA,NA,NA,NA,NA,NA,NA,1.803873,0.307851,0.103396,0.404321,0.060551,0.141002,-98.932982
22558,6.454965,0.276416,0.647615,0.143825,0.046488,-0.586926,-49.250578,NA,NA,NA,NA,NA,NA,NA,5.463974,0.205661,0.487842,0.143447,0.063746,-0.08905,-57.874409
22566,7.62392,0.045824,0.142663,1.136589,0.062947,0.134621,-59.978095,11.574732,0.236372,0.076868,1.990263,0.040602,1.166204,-40.041959,7.988167,0.331812,0.281244,0.142179,0.033436,0.499242,-40.715627
22640,1.736358,0.193778,0.244361,0.218264,0.075524,0.950874,-92.064072,NA,NA,NA,NA,NA,NA,NA,4.367216,0.177754,0.030375,0.082235,0.058917,1.640503,-73.003526
22715,20.571541,0.041203,0.008338,0.171541,0.064536,-0.584124,-92.971739,NA,NA,NA,NA,NA,NA,NA,4.24586,0.08798,0.111342,0.163064,0.064324,0.495369,-85.315313
22723,8.767774,0.168297,0.072311,0.07565,0.030951,0.516632,-53.700948,NA,NA,NA,NA,NA,NA,NA,1.140866,0.364104,0.033861,0.113025,0.065693,0.531307,-100.976625
22822,25.334669,0.097448,0.248438,1.016634,0.195732,1.094915,-58.790155,NA,NA,NA,NA,NA,NA,NA,7.222964,0.079205,0.151678,0.162768,0.029201,1.575329,-45.873923
22830,6.152884,0.061966,0.198694,0.122099,0.064613,0.180774,-68.664382,NA,NA,NA,NA,NA,NA,NA,13.790831,0.134862,0.080841,0.421709,0.047139,0.50369,-56.487798
22863,3.424684,0.1447,0.033777,0.228677,0.050571,1.041412,-86.155202,9.927319,0.333791,0.402728,0.040172,0.340769,0.942204,-81.938344,4.707618,0.325251,0.114725,0.135541,0.081969,0.577776,-68.533624
22871,8.092239,0.106463,0.063857,0.071374,0.037218,0.680631,-56.969803,NA,NA,NA,NA,NA,NA,NA,7.435183,0.243067,0.384954,0.112793,0.047378,1.010607,-58.168872
22889,8.166772,0.264725,0.453754,0.055792,0.031673,1.484128,-36.173825,NA,NA,NA,NA,NA,NA,NA,0.761451,0.31036,0.280239,0.114272,0.068464,0.626249,-99.230476
22897,1.097775,0.049121,0.106904,0.312439,0.085268,0.425434,-101.609924,10.133342,0.434215,0.320635,0.198307,0.261746,1.514983,-68.614941,9.744622,0.222236,0.548561,0.078298,0.020318,1.462755,-28.126136
22905,4.373535,0.045122,0.161761,1.468624,0.048355,0.632434,-69.314904,NA,NA,NA,NA,NA,NA,NA,3.506654,0.554893,0.044846,0.098193,0.043237,0.911658,-76.699886
22913,11.818859,0.249062,0.190337,0.102802,0.137087,1.023798,-57.920436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22996,2.427142,0.168738,0.600266,0.636954,0.048007,1.413398,-59.924494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23077,9.723732,0.23892,0.057061,0.132483,0.029282,0.670909,-47.707981,NA,NA,NA,NA,NA,NA,NA,5.186857,0.307491,0.741278,0.095089,0.194167,0.229783,-77.324868
23150,11.876873,0.140422,0.09492,1.634801,0.060418,1.958493,-36.017047,10.578434,0.284151,0.158152,0.092696,0.023456,1.403585,-28.500747,10.279831,0.239503,0.285024,0.09938,0.023811,1.501452,-26.674695
23168,3.487951,0.154284,0.201802,0.380348,0.060922,-0.912524,-71.791083,NA,NA,NA,NA,NA,NA,NA,0.978643,0.175815,0.121725,0.280769,0.06976,1.223069,-80.377487
23176,3.686473,0.074843,0.337887,0.123809,0.056056,0.949611,-76.991492,NA,NA,NA,NA,NA,NA,NA,8.30474,0.14441,0.021306,0.184233,0.061532,1.195177,-70.981158
23192,8.61869,0.450185,0.059196,0.231763,0.033525,-0.022436,-64.935524,10.327546,0.192027,0.24355,0.051054,0.034347,1.348716,-33.784746,NA,NA,NA,NA,NA,NA,NA
23218,7.10182,0.094395,0.28767,0.457419,0.032337,-1.490105,-49.772897,NA,NA,NA,NA,NA,NA,NA,7.806329,0.212631,0.329457,0.090586,0.038321,0.252773,-32.522471
23275,7.013038,0.055452,0.052045,2.338894,0.048543,-0.013974,-54.571857,10.630206,0.128616,0.063974,2.719959,0.169105,1.05029,-56.390994,1.771199,0.064375,0.06781,1.200121,0.058516,-0.523757,-98.347706
23283,7.765582,0.120858,0.354284,0.305599,0.063744,0.175144,-60.302319,NA,NA,NA,NA,NA,NA,NA,7.143506,0.114362,0.132679,0.107237,0.043623,-0.299262,-53.028591
23317,4.548958,0.053932,0.062486,0.325665,0.061756,-0.013188,-90.276514,NA,NA,NA,NA,NA,NA,NA,2.761729,0.110272,0.106555,0.078877,0.053142,-0.399524,-88.271599
23341,3.551985,0.136318,0.191963,0.084939,0.048059,0.87783,-76.291913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23390,3.502401,0.092257,0.030001,0.185238,0.036706,-2.039971,-52.108561,NA,NA,NA,NA,NA,NA,NA,2.705684,0.221711,0.030836,0.12233,0.060267,0.422032,-94.975435
23416,6.024068,0.108033,0.044068,0.276051,0.055956,0.794729,-79.371941,NA,NA,NA,NA,NA,NA,NA,0.943377,0.142779,0.079812,0.597647,0.06483,-0.016198,-104.532914
23499,7.44959,0.227215,0.446218,0.074627,0.034384,0.52455,-42.912468,11.291273,0.250448,0.470605,0.07315,0.027093,0.438452,-27.626132,5.161822,0.388334,0.29535,0.108208,0.045944,-0.499128,-53.759051
23523,10.801098,0.103053,0.119027,0.139944,0.028891,-0.108025,-46.259465,11.262061,0.094571,0.084403,0.13509,0.02802,1.568335,-42.588082,10.256757,0.093577,0.399751,0.077272,0.120669,0.130558,-53.618236
23531,1.265943,0.158096,0.039386,0.218275,0.085401,0.864882,-92.226355,NA,NA,NA,NA,NA,NA,NA,1.313394,0.471003,0.107248,0.108182,0.063926,1.432656,-79.283754
23580,4.583087,0.219135,0.023541,0.371433,0.058726,0.105637,-78.443158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23648,7.999596,0.118417,0.02332,0.157736,0.0892,0.487107,-76.821898,NA,NA,NA,NA,NA,NA,NA,1.162706,0.29993,0.340723,0.10155,0.066883,0.55461,-96.441473
23713,3.950114,0.123144,0.06749,0.349792,0.140531,1.042574,-86.05256,NA,NA,NA,NA,NA,NA,NA,6.734263,0.05003,0.11679,0.074937,0.039529,0.085465,-65.452563
23747,3.486692,0.013767,0.275175,0.120506,0.055753,0.176808,-89.971239,NA,NA,NA,NA,NA,NA,NA,14.00931,0.22611,0.438204,0.089094,0.025969,0.754755,-17.688098
23762,4.649413,0.211972,0.013526,0.136771,0.055078,0.862355,-79.271104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23838,8.749587,0.101618,0.127472,0.144687,0.086034,0.678769,-56.213052,NA,NA,NA,NA,NA,NA,NA,7.240549,0.432842,0.038871,0.487851,0.055897,0.021094,-68.28253
23986,1.050054,0.294405,0.117082,0.170201,0.079868,0.26176,-101.571227,NA,NA,NA,NA,NA,NA,NA,9.730522,0.363441,0.154803,0.101217,0.097118,0.645608,-52.276534
24059,9.49056,0.07108,0.496995,0.328423,0.078084,-0.014923,-60.135368,NA,NA,NA,NA,NA,NA,NA,12.561475,0.184482,0.123321,0.053561,0.027641,1.328116,-38.007065
24067,1.999491,0.231558,0.104933,0.344383,0.078774,-0.154269,-91.888032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24091,29.084051,0.198797,0.230885,0.374772,0.097524,1.448384,-44.906835,10.471836,0.126368,0.092868,0.069991,0.075587,0.424744,-58.744292,8.210932,0.219291,0.048375,0.16118,0.058022,0.854158,-63.562504
24125,5.620685,0.101,0.062012,0.475313,0.064934,0.971903,-80.009604,NA,NA,NA,NA,NA,NA,NA,3.943079,0.075162,0.097617,0.111674,0.054589,-0.747283,-86.199771
24190,2.022346,0.110082,0.049158,0.130284,0.077709,-0.082969,-100.456787,11.45921,0.126322,0.131021,0.400988,0.254093,0.023464,-80.579998,3.321917,0.133237,0.147852,0.068661,0.040011,-0.593913,-75.967583
24216,2.007509,0.0666,0.13729,1.413659,0.043793,-2.166834,-66.636537,NA,NA,NA,NA,NA,NA,NA,3.986832,0.059098,0.076956,0.761371,0.046472,1.228278,-76.622353
24224,4.682715,0.086098,0.028384,0.07358,0.091501,0.566704,-91.681496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24281,4.203704,0.055852,0.083508,0.788535,0.042161,1.193127,-68.437379,NA,NA,NA,NA,NA,NA,NA,4.199199,0.183041,0.023382,0.842783,0.125655,-0.617017,-85.661404
24307,7.678581,0.148602,0.380452,0.256994,0.11133,1.824879,-53.098203,NA,NA,NA,NA,NA,NA,NA,2.052898,0.206156,0.298641,0.072833,0.0614,0.04784,-92.115828
24349,8.0833,0.021166,0.307096,0.045148,0.059297,-0.599593,-70.542236,NA,NA,NA,NA,NA,NA,NA,7.633828,0.199756,0.0764,0.034241,0.04727,2.103459,-54.987289
24356,4.189094,0.05708,0.02721,1.092538,0.080418,0.592325,-84.120363,11.122565,0.123467,0.91277,0.064945,0.236832,-0.566654,-79.257406,6.82044,0.282652,0.079572,0.215975,0.047548,1.551852,-63.062622
24406,7.660683,0.072935,0.102773,0.528529,0.040985,0.463586,-67.065734,NA,NA,NA,NA,NA,NA,NA,7.624914,0.124511,0.227361,0.203151,0.137519,1.98813,-59.868074
24414,1.030305,0.094419,0.05422,0.216619,0.080041,1.147272,-87.524494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24430,1.81028,0.077899,0.062855,0.232863,0.077988,0.976601,-90.14459,10.568033,0.171808,0.258714,0.033663,0.067237,1.27954,-50.065372,41.807614,0.225676,0.275093,0.758994,0.070331,0.389445,-39.143708
24463,14.596244,0.617802,0.281868,0.134396,0.223387,1.550624,-71.908136,NA,NA,NA,NA,NA,NA,NA,7.292031,0.143032,0.087367,0.385064,0.046466,1.011431,-61.267706
24471,11.408559,0.098453,0.070542,0.428548,0.134838,-0.089159,-75.640206,10.705313,0.25728,0.179795,0.100661,0.020738,-0.867817,-34.384896,14.160284,0.367551,0.179235,0.054546,0.214507,1.137784,-69.050586
24489,3.018239,0.055052,0.060182,0.501461,0.069591,-0.360814,-94.979087,NA,NA,NA,NA,NA,NA,NA,2.835175,0.016311,0.209189,0.098325,0.056188,0.575971,-91.532407
24604,6.593035,0.113855,0.171017,0.637087,0.119265,-1.49735,-64.351871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24711,7.36134,0.379619,0.63369,0.192795,0.053325,0.655332,-45.920943,NA,NA,NA,NA,NA,NA,NA,9.459767,0.279171,0.221004,0.078146,0.029204,1.667601,-38.252531
24752,5.067844,0.017915,0.156861,0.261164,0.077218,0.803739,-88.792883,NA,NA,NA,NA,NA,NA,NA,1.014804,0.107363,0.071644,0.265877,0.064688,-0.109141,-105.424422
24828,5.344406,0.082426,0.183681,0.207729,0.092819,1.719496,-64.198712,NA,NA,NA,NA,NA,NA,NA,9.481863,0.062093,0.356863,0.062396,0.11483,-0.488329,-64.930311
24836,6.425331,0.136589,0.381833,0.162211,0.038811,0.442906,-45.951427,NA,NA,NA,NA,NA,NA,NA,25.212223,0.354192,0.217501,0.443277,0.112019,-0.25242,-55.051828
24844,9.246436,0.177587,0.306438,0.375285,0.030328,0.847462,-44.606545,NA,NA,NA,NA,NA,NA,NA,7.168026,0.053811,0.169786,0.215058,0.031702,0.322554,-52.973232
24851,8.867675,0.176641,0.077647,0.326612,0.101316,0.227901,-75.490399,NA,NA,NA,NA,NA,NA,NA,3.83191,0.104132,0.194476,0.060607,0.067068,0.269205,-72.913927
24885,2.600776,0.088193,0.078332,0.084461,0.058709,-0.438775,-92.658999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24927,2.900351,0.629324,0.073563,0.168443,0.079321,0.892552,-83.793598,NA,NA,NA,NA,NA,NA,NA,3.253533,0.20223,0.537882,0.366671,0.074373,1.179944,-58.086155
24935,3.835398,0.226365,0.0379,0.158312,0.146316,0.395723,-88.498845,NA,NA,NA,NA,NA,NA,NA,6.157526,0.107117,0.470659,0.144353,0.255983,1.425095,-80.193267
24943,10.80463,0.132358,0.281285,0.181977,0.047867,0.998229,-35.477091,NA,NA,NA,NA,NA,NA,NA,9.056952,0.174869,0.552083,0.079161,0.038851,-0.281587,-38.101476
24976,9.699149,0.136914,0.086419,0.43689,0.046493,1.811564,-48.812491,11.564589,0.262654,0.212072,0.194747,0.09211,1.060424,-46.107165,9.401344,0.067291,0.381239,0.058159,0.146146,-0.591005,-70.587636
25007,6.60486,0.283727,0.2822,0.104467,0.121251,1.112032,-72.838468,NA,NA,NA,NA,NA,NA,NA,4.571061,0.146625,0.213731,0.266778,0.115344,1.376675,-72.502162
25064,9.231918,0.10759,0.216969,0.292017,0.037367,2.516912,-43.97129,NA,NA,NA,NA,NA,NA,NA,11.542654,0.318281,0.158309,0.12651,0.048352,1.040102,-35.422361
25072,8.686155,0.101612,0.072067,0.25517,0.02901,1.218265,-44.840794,NA,NA,NA,NA,NA,NA,NA,8.00335,0.388195,0.288017,0.067219,0.068374,1.386839,-48.162927
25098,5.674122,0.309645,0.357472,0.137133,0.085017,0.409983,-56.36931,NA,NA,NA,NA,NA,NA,NA,32.605515,0.181468,0.640854,0.205984,0.03642,0.61901,-23.745284
25148,2.751065,0.03935,0.475677,0.52104,0.055752,0.8894,-80.99793,NA,NA,NA,NA,NA,NA,NA,5.109418,0.066029,0.125903,0.109092,0.056605,0.949821,-72.560558
25262,25.001604,0.109367,0.055827,0.782815,0.077892,1.222937,-58.11633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25338,10.829122,0.173749,0.176039,0.284855,0.042671,1.298803,-45.076923,NA,NA,NA,NA,NA,NA,NA,12.828266,0.282363,0.056192,0.340313,0.04096,0.828638,-54.284492
25353,2.211672,0.36547,0.212702,0.053759,0.081036,-0.654315,-88.371733,NA,NA,NA,NA,NA,NA,NA,4.102836,0.078055,0.272539,0.941322,0.036601,0.320213,-69.765577
25387,7.356495,0.304699,0.133251,0.135151,0.043689,0.142995,-54.652681,NA,NA,NA,NA,NA,NA,NA,11.309161,0.122858,0.175228,0.088585,0.127912,0.668577,-60.901857
25395,5.919772,0.061128,0.109052,0.726063,0.039252,1.317362,-60.122077,NA,NA,NA,NA,NA,NA,NA,7.252293,0.322785,0.064213,0.116075,0.100578,0.186693,-71.562098
25403,5.261817,0.343052,0.383926,0.047226,0.077467,1.768045,-53.292156,NA,NA,NA,NA,NA,NA,NA,6.477258,0.110502,0.145335,0.240338,0.028956,0.296139,-44.783064
25445,4.962921,0.161848,0.026347,0.196581,0.05316,-0.311176,-71.677039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25460,0.425979,0.285412,0.101438,4.272662,0.087823,-0.323369,-102.555991,NA,NA,NA,NA,NA,NA,NA,1.779348,0.116187,0.064653,0.111383,0.065991,0.075018,-100.232397
25502,11.593589,0.085169,0.612255,1.115753,0.388461,0.955627,-86.906635,NA,NA,NA,NA,NA,NA,NA,30.841387,0.148626,0.057944,0.246846,0.024093,0.524133,-38.688179
25510,2.419334,0.413979,0.222936,0.280086,0.045382,1.681099,-64.160191,10.432553,0.090872,0.006345,1.139864,0.324351,1.658095,-91.170276,1.387534,0.358688,0.223883,0.457604,0.069562,0.335987,-96.256105
25544,2.607013,0.395819,0.080213,0.09614,0.081393,0.220748,-97.092571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25569,7.315343,0.219748,0.073293,0.085488,0.067326,0.591516,-65.156022,NA,NA,NA,NA,NA,NA,NA,2.064589,0.141794,0.308196,0.082401,0.062227,-0.218167,-96.235485
25619,8.273247,0.229532,0.104342,0.236835,0.114059,1.070126,-64.053683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25684,7.965987,0.576494,0.047258,0.374602,0.06035,-0.053516,-78.506381,NA,NA,NA,NA,NA,NA,NA,6.704795,0.16562,0.055594,0.1218,0.034996,-0.639045,-60.565917
25742,13.989158,0.140969,0.070892,0.271569,0.030931,0.596406,-41.663182,NA,NA,NA,NA,NA,NA,NA,8.916284,0.277596,0.2689,0.080771,0.025622,0.96977,-28.743532
25890,10.961914,0.125832,0.173329,0.088149,0.069007,0.821412,-53.147976,NA,NA,NA,NA,NA,NA,NA,4.706103,0.198609,0.39023,0.054257,0.046612,1.145853,-80.277577
26005,5.780659,0.136828,0.177843,0.144884,0.091143,0.579344,-70.266453,NA,NA,NA,NA,NA,NA,NA,9.406546,0.256496,0.015638,0.748947,0.049282,-0.852818,-63.693087
26047,1.013801,0.081118,0.337333,0.779421,0.099396,0.740569,-96.63454,NA,NA,NA,NA,NA,NA,NA,5.72641,0.105206,0.056019,0.175588,0.036641,0.636613,-71.445702
26138,2.280763,0.133908,0.179397,0.095467,0.07593,0.021627,-95.826766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26153,22.05117,0.323256,0.4561,0.108825,0.123266,1.296873,-46.684635,NA,NA,NA,NA,NA,NA,NA,6.395367,0.126852,0.246956,0.301899,0.068669,1.127226,-71.296761
26161,4.261406,0.094625,0.240365,0.063446,0.08024,0.51712,-83.895823,NA,NA,NA,NA,NA,NA,NA,7.242983,0.148459,0.316525,0.184465,0.041846,0.37035,-60.049775
26328,6.961398,0.064794,0.121914,2.261123,0.055807,1.96494,-43.373342,NA,NA,NA,NA,NA,NA,NA,4.737849,0.217946,0.334317,0.116402,0.042072,-0.307528,-55.408125
26351,17.01726,0.120678,0.091124,0.35229,0.130082,1.681743,-67.909159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26401,12.67266,0.173694,0.177614,0.147914,0.128937,0.117849,-56.614512,NA,NA,NA,NA,NA,NA,NA,14.694425,0.266391,0.088754,0.072288,0.144365,0.215947,-60.992305
26476,9.394672,0.052142,0.437549,0.504974,0.061352,1.460609,-53.257981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26500,1.564779,0.160614,0.047179,0.264308,0.077919,0.787618,-96.594788,NA,NA,NA,NA,NA,NA,NA,1.379944,0.210612,0.163437,0.088824,0.066491,-0.01141,-99.028573
26518,2.858052,0.15304,0.085232,0.316334,0.064639,-1.104868,-79.038781,NA,NA,NA,NA,NA,NA,NA,1.027147,0.35259,0.082392,0.484678,0.062548,-0.407246,-101.246276
26526,4.051254,0.109784,0.378192,0.388936,0.180264,1.391315,-74.434653,NA,NA,NA,NA,NA,NA,NA,8.990568,0.272476,0.461469,0.078281,0.021622,1.204706,-26.697103
26625,1.738011,0.064438,0.085285,0.979593,0.082324,0.122296,-102.376564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26633,9.996839,0.191872,0.046903,0.544325,0.080795,0.866947,-65.565483,NA,NA,NA,NA,NA,NA,NA,4.152803,0.077759,0.110054,0.217167,0.04192,1.799258,-56.686801
26690,1.446098,0.092141,0.080172,0.258566,0.076107,0.66586,-96.911205,NA,NA,NA,NA,NA,NA,NA,0.65504,0.132053,0.070553,0.167823,0.070663,0.619865,-100.215903
26724,15.201782,0.200809,0.013013,0.11206,0.249009,1.368551,-88.715713,NA,NA,NA,NA,NA,NA,NA,6.823606,0.097094,0.203262,0.107705,0.047116,0.104567,-53.694422
26740,7.775292,0.246703,0.21514,0.056689,0.065357,2.238827,-64.619691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26807,11.174636,0.120645,0.076161,0.394671,0.049596,0.128447,-51.710351,NA,NA,NA,NA,NA,NA,NA,7.681932,0.257849,0.058468,0.071431,0.026428,0.92803,-49.083209
26815,10.911198,0.168712,0.077945,0.043846,0.047557,1.654488,-45.046516,NA,NA,NA,NA,NA,NA,NA,9.15702,0.117909,0.051318,0.127809,0.028522,0.171671,-52.639338
26948,11.365798,0.147753,0.429527,0.362196,0.043824,0.991948,-33.001357,10.300206,0.493484,0.211224,0.083163,0.040719,1.515686,-32.837448,9.080703,0.280847,0.144785,0.101931,0.050935,-0.049757,-43.082876
26997,1.043563,0.039816,0.132747,0.249462,0.083578,0.303227,-104.231509,NA,NA,NA,NA,NA,NA,NA,1.02834,0.030242,0.330374,0.158633,0.066681,0.429045,-103.791969
27029,3.425176,0.553359,0.10561,0.161133,0.053396,1.231036,-73.241529,NA,NA,NA,NA,NA,NA,NA,7.044062,0.102375,0.403007,0.056633,0.036684,0.240872,-43.840453
27102,6.727017,0.423848,0.129102,0.217238,0.0423,0.192943,-56.642517,NA,NA,NA,NA,NA,NA,NA,10.452464,0.073505,0.2592,0.177902,0.036072,-0.862046,-46.55039
27169,19.510544,0.174657,0.20191,0.443479,0.056053,0.495478,-43.253109,NA,NA,NA,NA,NA,NA,NA,5.393017,0.470346,0.56788,0.068323,0.045025,0.728811,-50.715737
27300,6.592239,0.382876,0.020988,0.134941,0.038923,1.250169,-65.596448,NA,NA,NA,NA,NA,NA,NA,3.966985,0.449432,0.077,0.106544,0.03763,0.967423,-70.151897
27326,13.627033,0.142701,0.140889,0.331216,0.116987,-0.57096,-58.629739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27334,4.235775,0.043862,0.104396,0.946881,0.068985,0.780265,-78.306506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27433,4.380177,0.128393,0.051203,2.294643,0.032111,1.730888,-61.728759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27490,5.802789,0.063801,0.253997,0.149789,0.072899,0.927461,-75.558164,NA,NA,NA,NA,NA,NA,NA,7.811652,0.677836,0.073525,0.10757,0.04769,1.105821,-57.916943
27664,4.561157,0.115324,0.008989,1.263742,0.161717,0.752489,-83.505457,NA,NA,NA,NA,NA,NA,NA,3.036528,0.372018,0.014001,0.111118,0.047517,0.675958,-83.174462
27698,2.138584,0.287045,0.211995,0.122858,0.098671,0.738564,-89.400069,NA,NA,NA,NA,NA,NA,NA,1.688431,0.524857,0.541314,0.165517,0.067853,0.699649,-89.874485
27722,4.713839,0.737424,0.724845,0.198333,0.128201,1.369551,-76.021554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27797,3.838996,0.03963,0.052705,0.838509,0.075877,0.548615,-87.464399,NA,NA,NA,NA,NA,NA,NA,2.828838,0.080013,0.16539,0.099408,0.060317,0.308252,-89.097545
27813,10.182676,0.206036,0.058754,0.111531,0.123938,0.974536,-70.900449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27847,4.90981,0.157234,0.044711,0.077605,0.087447,0.517853,-80.98792,NA,NA,NA,NA,NA,NA,NA,9.746087,0.149514,0.058119,0.28631,0.136098,0.681036,-75.710665
27862,8.270878,0.125887,0.05268,2.639133,0.048077,1.050414,-33.20894,NA,NA,NA,NA,NA,NA,NA,7.395077,0.186713,0.051443,0.068224,0.223246,1.191498,-81.691947
