"nspnID","beta.b2a.bsl","lrnR_Appet.b2a.bsl","lrnR_Aver.b2a.bsl","PavBias.b2a.bsl","irNoiseXi.b2a.bsl","GoBias.b2a.bsl","iLik.b2a.bsl","beta.b2a.fu1","lrnR_Appet.b2a.fu1","lrnR_Aver.b2a.fu1","PavBias.b2a.fu1","irNoiseXi.b2a.fu1","GoBias.b2a.fu1","iLik.b2a.fu1","beta.b2a.fu2","lrnR_Appet.b2a.fu2","lrnR_Aver.b2a.fu2","PavBias.b2a.fu2","irNoiseXi.b2a.fu2","GoBias.b2a.fu2","iLik.b2a.fu2"
13995,14.648304,0.230319,0.132326,0.17836,0.078,0.674014,-46.179903,NA,NA,NA,NA,NA,NA,NA,8.520094,0.128344,0.219596,0.193658,0.078523,0.624948,-55.592542
14001,2.61362,0.035052,0.450628,0.436128,0.046014,-1.704122,-67.671725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14027,1.365499,0.169663,0.272702,1.911692,0.042864,1.1844,-69.377242,12.326208,0.239222,0.236155,0.703246,0.090838,0.421574,-53.724588,1.950316,0.08704,0.159095,0.149755,0.043259,1.938255,-63.717669
14092,4.442094,0.052365,0.050776,1.406205,0.136071,-0.222756,-85.78775,10.589996,0.081586,0.158179,0.519314,0.035153,1.396661,-37.007848,1.61027,0.082786,0.442759,0.218354,0.074531,0.582815,-90.427121
14100,8.839151,0.076983,0.084307,0.309452,0.041669,1.12302,-60.675889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14118,1.813825,0.038673,0.135377,0.172753,0.070107,-0.66161,-97.019585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14159,7.200862,0.148538,0.136809,0.113891,0.051823,1.232682,-56.333616,10.008333,0.524018,0.188706,0.043688,0.049503,1.262368,-42.712524,8.989851,0.241063,0.278905,0.088471,0.024312,1.853894,-34.053714
14175,25.112149,0.071978,0.069216,0.344931,0.056002,2.057386,-48.99595,NA,NA,NA,NA,NA,NA,NA,12.251097,0.094005,0.192948,0.515509,0.058627,1.002096,-42.872235
14266,6.54987,0.097908,0.239275,1.072261,0.096351,-0.817961,-58.294163,NA,NA,NA,NA,NA,NA,NA,16.048435,0.170604,0.285779,0.61354,0.067727,1.374525,-41.809079
14282,1.199622,0.042735,0.06765,0.336226,0.083446,0.346533,-102.626273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14373,5.395027,0.040673,0.027708,2.971897,0.112615,1.34934,-67.114923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14399,1.399813,0.075755,0.379882,0.337909,0.075853,1.046241,-88.187752,NA,NA,NA,NA,NA,NA,NA,5.971037,0.269734,0.370374,0.434928,0.028072,0.355285,-51.362996
14449,1.381494,0.072674,0.011398,2.480426,0.084002,0.509081,-98.812558,NA,NA,NA,NA,NA,NA,NA,1.626448,0.164339,0.096015,0.949374,0.068278,0.426829,-95.856162
14464,4.17882,0.336054,0.114432,0.101061,0.120166,1.152994,-78.478604,10.352658,0.136927,0.759607,0.370566,0.33052,1.09948,-78.430516,1.378672,0.379197,0.406069,0.110399,0.058408,0.687187,-92.068387
14506,4.385996,0.136343,0.505964,0.370008,0.068252,2.112538,-53.414046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14522,4.956732,0.05977,0.066243,1.171631,0.192813,1.317906,-80.703337,NA,NA,NA,NA,NA,NA,NA,3.966123,0.599062,0.624254,0.04235,0.044013,0.234098,-79.624925
14548,13.188258,0.283187,0.031548,0.145989,0.089032,1.522283,-67.190848,10.216354,0.170856,0.895283,0.076897,0.292638,1.504068,-74.540771,5.031644,0.211764,0.575173,0.086391,0.226299,0.756739,-80.730977
14563,18.94879,0.104245,0.06948,0.132182,0.123612,1.692814,-66.180842,NA,NA,NA,NA,NA,NA,NA,4.657987,0.135123,0.14883,0.080548,0.081863,0.171692,-79.373326
14589,4.025042,0.05688,0.178083,0.663146,0.053709,0.890328,-72.073886,11.184875,0.126336,0.204057,0.636015,0.072095,0.453633,-48.464042,14.919251,0.11798,0.12454,0.856257,0.048007,0.858868,-41.713413
14597,13.725692,0.213302,0.128662,0.126778,0.03577,0.938231,-31.37084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14852,6.84815,0.165145,0.16095,0.304504,0.074016,-0.132821,-59.116864,NA,NA,NA,NA,NA,NA,NA,17.241897,0.120599,0.202176,0.416832,0.062151,0.595286,-52.305599
14878,12.597249,0.048061,0.131073,1.017286,0.093691,-0.422835,-81.964262,NA,NA,NA,NA,NA,NA,NA,8.668515,0.132102,0.149226,0.141358,0.031889,0.387044,-41.772138
15032,1.907164,0.075905,0.109475,0.157438,0.075943,0.092076,-98.784768,10.92621,0.142533,0.077995,0.497579,0.045216,0.266547,-49.781489,4.637957,0.079038,0.265836,0.057166,0.041547,0.559974,-63.038775
15057,14.625594,0.443116,0.037792,0.577795,0.080859,0.026373,-61.130399,10.518976,0.70995,0.326813,0.076419,0.371848,0.050532,-80.820171,2.82148,0.318116,0.064409,0.064446,0.064719,-0.0198,-86.044178
15065,8.868147,0.243508,0.709024,0.040634,0.082392,0.533584,-55.633035,8.863314,0.256424,0.237335,0.039191,0.026486,2.02943,-36.198516,9.521144,0.333649,0.267442,0.055688,0.021217,1.867609,-24.405443
15099,0.978655,0.187377,0.107959,0.316335,0.086545,0.739305,-95.664106,NA,NA,NA,NA,NA,NA,NA,5.039262,0.220831,0.10764,0.501175,0.036394,-0.192973,-69.46684
15115,3.633687,0.141361,0.24696,0.052998,0.081248,0.24949,-75.307916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15198,5.826209,0.761868,0.39242,0.19829,0.042569,0.947719,-55.895986,11.411588,0.106195,0.146564,0.389313,0.062433,0.419118,-50.949671,9.172089,0.300108,0.084959,0.104151,0.037946,1.104063,-48.803675
15230,2.349861,0.028574,0.191519,0.202028,0.079294,1.420473,-80.415367,NA,NA,NA,NA,NA,NA,NA,9.747289,0.194572,0.084603,0.199899,0.105969,-0.241291,-63.899271
15263,10.971678,0.082005,0.150566,0.229139,0.194983,-0.531413,-73.744413,NA,NA,NA,NA,NA,NA,NA,7.682531,0.370658,0.101992,0.091658,0.035229,0.775905,-47.125356
15289,3.377043,0.031265,0.548577,0.328662,0.075428,0.26097,-88.593977,NA,NA,NA,NA,NA,NA,NA,4.947961,0.085687,0.155014,0.674394,0.038033,0.781464,-68.206437
15370,8.352754,0.129884,0.266297,0.476408,0.074807,1.851917,-45.246115,10.329091,0.254166,0.163297,0.066074,0.044527,0.551069,-42.814372,NA,NA,NA,NA,NA,NA,NA
15396,7.049332,0.030223,0.255195,0.171723,0.071646,1.109295,-75.274371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15420,1.798009,0.252071,0.047523,0.130455,0.08337,0.760494,-93.136354,NA,NA,NA,NA,NA,NA,NA,7.022872,0.09803,0.346795,0.06964,0.0281,0.616525,-47.221164
15438,8.068189,0.116659,0.173749,0.112711,0.164502,0.859655,-71.973037,NA,NA,NA,NA,NA,NA,NA,2.721856,0.16201,0.159361,0.078051,0.057216,-0.265185,-84.27521
15552,11.865473,0.113791,0.160758,0.070867,0.074014,1.002853,-54.290276,NA,NA,NA,NA,NA,NA,NA,8.949523,0.060441,0.175714,0.437658,0.030535,-0.1113,-53.663913
15560,14.66323,0.099778,0.212083,0.261421,0.238213,1.539213,-71.050999,11.497514,0.171667,0.137456,0.112852,0.074468,1.781166,-48.860987,5.414013,0.171023,0.413598,0.457714,0.023608,2.513806,-40.079484
15602,1.225242,0.203881,0.133325,1.448342,0.085715,-0.381111,-95.008825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15636,0.966055,0.08554,0.028891,0.205369,0.077516,1.519681,-78.625742,NA,NA,NA,NA,NA,NA,NA,10.861475,0.073392,0.242492,1.940673,0.314299,0.864668,-81.672248
15743,8.255792,0.070294,0.132728,0.187792,0.049473,1.348468,-51.10523,NA,NA,NA,NA,NA,NA,NA,9.385346,0.257998,0.014574,0.30617,0.0757,0.749398,-69.081329
15842,1.590615,0.375305,0.022009,0.170783,0.085232,0.192216,-103.506595,NA,NA,NA,NA,NA,NA,NA,0.968614,0.085967,0.209248,0.249846,0.058024,-1.062197,-87.877497
15859,0.973056,0.062411,0.130637,0.1686,0.08303,0.230016,-104.88697,11.181914,0.157307,0.049101,0.24386,0.086626,-0.028435,-66.964638,15.362226,0.065221,0.445806,0.188693,0.053557,-0.061109,-37.607304
15875,7.027348,0.268986,0.332586,0.082339,0.049157,1.264001,-44.186933,NA,NA,NA,NA,NA,NA,NA,10.336912,0.180048,0.179175,0.172317,0.167952,0.095256,-62.09982
15958,14.233866,0.268883,0.10001,0.177556,0.079564,-1.05988,-52.787902,NA,NA,NA,NA,NA,NA,NA,7.969826,0.258458,0.14557,0.278286,0.150571,-1.003617,-66.185673
16121,1.030821,0.119558,0.07424,0.236026,0.066974,-0.948195,-91.777138,NA,NA,NA,NA,NA,NA,NA,0.971352,0.056099,0.112996,0.172608,0.066501,0.338478,-104.001387
16147,3.516058,0.092409,0.126008,0.902369,0.076076,0.738678,-75.461942,NA,NA,NA,NA,NA,NA,NA,2.122693,0.426285,0.369431,0.079776,0.057158,-0.172599,-88.332008
16220,11.234743,0.15717,0.029198,0.277077,0.209716,0.978619,-86.432694,NA,NA,NA,NA,NA,NA,NA,1.294283,0.088447,0.295059,0.47653,0.071699,0.86666,-90.922917
16261,8.997379,0.623317,0.117207,0.485201,0.074423,0.289354,-58.001622,NA,NA,NA,NA,NA,NA,NA,4.47249,0.393423,0.127998,0.074407,0.035301,0.203216,-65.20552
16279,5.451728,0.092069,0.138661,0.105653,0.050675,0.912652,-68.966767,NA,NA,NA,NA,NA,NA,NA,10.115347,0.269203,0.097912,0.07218,0.035924,1.29182,-41.910278
16345,6.84338,0.134331,0.063077,0.109826,0.09214,0.301709,-71.375205,NA,NA,NA,NA,NA,NA,NA,2.928074,0.216303,0.043913,0.386133,0.055175,0.93775,-81.712473
16360,1.764689,0.079209,0.046494,0.184704,0.064735,1.30608,-79.111003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16402,1.638459,0.058805,0.066815,1.191231,0.077571,0.040154,-100.632228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16436,11.731417,0.164876,0.481493,0.122131,0.209653,1.002856,-65.651772,11.044262,0.128552,0.467034,0.341218,0.152924,1.212591,-52.523969,13.722633,0.08572,0.116609,0.434129,0.086678,1.05158,-49.671068
16451,4.352085,0.460764,0.207607,0.160218,0.051909,0.395846,-59.955937,NA,NA,NA,NA,NA,NA,NA,9.346554,0.251043,0.179379,0.163864,0.061719,0.188591,-46.341638
16519,11.311523,0.313011,0.16437,0.261579,0.06789,1.146487,-44.925108,NA,NA,NA,NA,NA,NA,NA,20.180617,0.246229,0.181451,0.253776,0.105614,1.105738,-49.587388
16568,7.826585,0.099153,0.047401,0.097864,0.086137,1.370423,-69.345967,NA,NA,NA,NA,NA,NA,NA,2.621434,0.170591,0.502298,0.114622,0.043873,0.947398,-74.529733
16584,2.733202,0.328738,0.396675,0.157886,0.050725,-0.493368,-76.502646,NA,NA,NA,NA,NA,NA,NA,11.6647,0.0664,0.051913,0.845662,0.03,0.20219,-61.058984
16592,7.510802,0.178653,0.211033,0.071256,0.073484,0.704006,-56.448039,NA,NA,NA,NA,NA,NA,NA,9.33124,0.182657,0.199956,0.146847,0.025154,0.741508,-40.998242
16600,4.694642,0.256939,0.24337,0.158265,0.082585,-0.293061,-68.990131,10.155159,0.162015,0.255656,0.157137,0.078826,0.282048,-51.904605,21.902326,0.157027,0.106397,0.514179,0.072689,0.920787,-42.626371
16618,2.784639,0.036275,0.542972,0.124481,0.063684,0.119765,-93.332667,NA,NA,NA,NA,NA,NA,NA,5.845521,0.140952,0.313169,0.03852,0.034561,0.743469,-49.275121
16634,1.80092,0.049985,0.112425,0.208336,0.079607,0.234314,-99.891779,11.236357,0.331235,0.041018,2.12006,0.263326,1.448258,-72.527609,6.472304,0.470578,0.012392,0.10958,0.167363,1.349941,-89.484183
16642,6.370124,0.136912,0.167602,0.180384,0.033351,0.629607,-51.059255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16733,1.599273,0.118306,0.417445,0.115044,0.081841,0.510063,-96.261968,NA,NA,NA,NA,NA,NA,NA,3.205911,0.274915,0.512387,0.09466,0.052516,0.278529,-78.84281
16790,7.133231,0.08588,0.062653,0.066543,0.125527,0.521335,-79.801049,NA,NA,NA,NA,NA,NA,NA,8.374655,0.137304,0.155151,0.043692,0.03403,0.64258,-48.166452
16832,0.740212,0.108824,0.071438,0.123077,0.087523,0.403121,-103.938204,NA,NA,NA,NA,NA,NA,NA,4.14615,0.048896,0.065718,1.11287,0.170351,1.258687,-89.720957
16907,15.07804,0.114551,0.26951,0.210748,0.080135,1.198984,-51.434828,NA,NA,NA,NA,NA,NA,NA,7.413148,0.556802,0.157284,0.077494,0.034201,0.240177,-52.018072
16964,1.81187,0.089649,0.030998,0.761848,0.071956,1.010163,-86.869765,NA,NA,NA,NA,NA,NA,NA,8.772723,0.060455,0.197134,0.095175,0.027247,0.139185,-37.50578
17004,3.802078,0.084574,0.354764,0.118615,0.181663,-1.207352,-78.727258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17046,15.963615,0.063212,0.215224,0.042347,0.064283,-0.475006,-48.019784,11.516393,0.360629,0.709581,0.114781,0.019384,0.21495,-32.61556,12.302618,0.071463,0.611245,0.047699,0.035034,-0.027636,-46.798585
17095,9.410024,0.150895,0.110784,0.273411,0.056807,0.090477,-57.698376,NA,NA,NA,NA,NA,NA,NA,13.148025,0.079921,0.255514,0.111896,0.043891,-0.486925,-37.771954
17103,14.294874,0.156263,0.227196,0.116974,0.043564,0.677878,-36.004078,NA,NA,NA,NA,NA,NA,NA,13.364022,0.32664,0.292181,0.168343,0.068764,1.663884,-43.696068
17285,1.447486,0.467972,0.077849,0.157337,0.091469,0.24561,-97.970474,NA,NA,NA,NA,NA,NA,NA,5.687661,0.083354,0.012857,1.288723,0.030684,0.789513,-72.38797
17392,30.898395,0.191705,0.188783,1.323186,0.051153,1.198542,-31.580887,NA,NA,NA,NA,NA,NA,NA,4.105477,0.242256,0.485748,0.090047,0.041898,0.542686,-62.338377
17491,10.711673,0.041749,0.478746,1.091058,0.036519,0.733705,-29.855424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17558,1.5127,0.088705,0.336272,0.068762,0.079224,-0.03891,-100.729386,NA,NA,NA,NA,NA,NA,NA,2.188636,0.09734,0.048094,0.080269,0.06004,-0.219937,-98.319112
17657,12.183435,0.216633,0.091655,0.204489,0.054925,-0.311055,-44.721153,NA,NA,NA,NA,NA,NA,NA,17.556694,0.338684,0.07341,0.337562,0.075697,1.217182,-53.61307
17715,11.496748,0.212283,0.069467,0.145882,0.028738,0.026753,-44.71916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17830,1.153404,0.082211,0.060516,0.193445,0.079684,1.248013,-84.354176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17947,8.148935,0.110977,0.135116,0.175466,0.116781,1.512536,-67.623534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17954,21.269333,0.18916,0.109718,0.124475,0.04514,1.505947,-36.510989,NA,NA,NA,NA,NA,NA,NA,3.863105,0.297722,0.253305,0.446311,0.040808,-0.106085,-69.974968
18010,3.127098,0.19337,0.259244,0.197789,0.101468,1.38461,-75.804279,NA,NA,NA,NA,NA,NA,NA,1.147215,0.156321,0.389151,0.26905,0.062055,1.328168,-81.584777
18051,1.435356,0.061184,0.184439,0.225417,0.071191,-0.569867,-98.868758,NA,NA,NA,NA,NA,NA,NA,1.514105,0.144998,0.06872,0.311549,0.060837,-0.631401,-97.936517
18077,9.353202,0.139307,0.175308,0.452839,0.076825,-0.324297,-51.19178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18093,15.751083,0.161202,0.389833,0.955017,0.024121,-3.00573,-37.375353,NA,NA,NA,NA,NA,NA,NA,5.619553,0.100806,0.524878,0.482601,0.081175,0.027867,-65.000074
18101,0.994714,0.077165,0.172929,0.210993,0.090005,0.506637,-99.796729,NA,NA,NA,NA,NA,NA,NA,6.614961,0.055936,0.20295,0.095205,0.035539,1.383459,-50.178903
18127,10.542884,0.099427,0.148033,0.371409,0.030789,-0.110711,-44.205028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18150,4.889948,0.160201,0.17646,0.080335,0.056559,-0.172043,-63.015117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18168,4.322624,0.069946,0.059978,3.333848,0.0615,0.845369,-49.875564,10.757872,0.22489,0.780286,0.146942,0.185525,0.923002,-63.58813,8.420368,0.28534,0.48339,0.17787,0.135643,0.450803,-59.485539
18325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18333,6.690257,0.251443,0.291123,0.102388,0.032724,0.464214,-44.935011,NA,NA,NA,NA,NA,NA,NA,8.142869,0.158173,0.092815,0.896636,0.08607,0.471434,-77.163849
18416,6.278369,0.064279,0.082146,0.381809,0.115072,0.559036,-78.928038,NA,NA,NA,NA,NA,NA,NA,3.811476,0.085014,0.158678,0.228904,0.157095,1.148933,-83.426952
18556,13.121605,0.188068,0.295679,0.265412,0.24209,1.022504,-71.713834,NA,NA,NA,NA,NA,NA,NA,9.947383,0.206168,0.1915,0.06235,0.080784,1.140743,-56.980829
18598,2.943914,0.061268,0.571955,0.321001,0.066095,1.658185,-69.389262,NA,NA,NA,NA,NA,NA,NA,9.39722,0.226711,0.132176,0.294178,0.053467,0.411366,-56.112705
18606,7.213947,0.131271,0.035554,2.209447,0.096059,2.002404,-55.898952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18754,4.978184,0.074342,0.080748,0.47564,0.040393,1.355787,-70.303833,11.943793,0.096438,0.352463,0.074092,0.11442,-0.504122,-56.092008,6.460928,0.40097,0.061351,0.103451,0.028396,0.059505,-54.710492
18770,5.537896,0.065878,0.26728,0.060002,0.070406,0.679124,-72.591903,NA,NA,NA,NA,NA,NA,NA,9.904412,0.092682,0.16501,0.184072,0.042141,0.732161,-47.33638
18804,3.730517,0.061009,0.027345,1.066948,0.044903,0.724677,-83.187523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18978,3.311645,0.294926,0.139087,0.291764,0.092148,-0.968793,-80.707268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,17.727077,0.043827,0.051075,0.991141,0.03176,0.773275,-59.298768,10.449613,0.239203,0.303507,0.076596,0.131632,1.09821,-54.593275,NA,NA,NA,NA,NA,NA,NA
19026,11.287322,0.157764,0.363447,0.083899,0.075748,0.816958,-53.49694,10.891207,0.324594,0.963079,0.313764,0.235181,0.799083,-79.203643,16.406844,0.143444,0.449726,0.157514,0.05386,1.077584,-29.620202
19042,12.588159,0.124695,0.076759,0.371434,0.030073,0.366045,-50.158404,NA,NA,NA,NA,NA,NA,NA,14.971582,0.157808,0.45685,0.242217,0.055627,0.625561,-41.080591
19059,8.058317,0.132591,0.186648,0.077472,0.041118,1.105118,-49.319885,10.151878,0.279911,0.352226,0.057347,0.0537,1.264541,-38.378364,5.561605,0.188099,0.025632,0.092501,0.033314,0.252362,-71.122631
19075,18.383822,0.138593,0.360771,0.34313,0.031031,0.232812,-24.83622,NA,NA,NA,NA,NA,NA,NA,18.12189,0.275236,0.912089,0.284738,0.073358,2.442242,-49.928199
19257,3.902332,0.084393,0.192823,0.559678,0.071419,0.353858,-82.081634,NA,NA,NA,NA,NA,NA,NA,15.629949,0.153259,0.17235,1.121997,0.028416,1.529931,-27.509004
19265,5.54053,0.06722,0.237911,0.188318,0.051654,0.818253,-72.977197,11.478154,0.323706,0.183629,0.521765,0.03081,0.916855,-32.764214,35.508901,0.126171,0.09405,0.717967,0.04342,1.123539,-41.465878
19398,1.477663,0.104082,0.03984,0.19752,0.077799,1.572533,-73.897433,NA,NA,NA,NA,NA,NA,NA,1.508435,0.424372,0.133954,0.295169,0.06097,-0.17265,-99.352386
19422,11.676099,0.131414,0.03388,3.371919,0.084035,1.911396,-44.379485,NA,NA,NA,NA,NA,NA,NA,7.066169,0.129706,0.314912,0.12493,0.026499,-0.257486,-40.312051
19455,7.229508,0.21635,0.043896,0.164376,0.112875,0.312192,-69.735091,NA,NA,NA,NA,NA,NA,NA,16.497796,0.165962,0.335758,0.399022,0.093782,0.778743,-47.965439
19463,8.311912,0.056641,0.131034,0.501507,0.03127,0.899296,-47.920216,NA,NA,NA,NA,NA,NA,NA,7.586276,0.170577,0.632536,0.064141,0.022561,1.38185,-41.033155
19513,1.25941,0.107038,0.427534,1.208661,0.056866,1.249142,-81.718788,NA,NA,NA,NA,NA,NA,NA,1.217389,0.114437,0.174965,0.108606,0.069945,0.544864,-98.889829
19554,4.958393,0.057016,0.106911,0.426553,0.118863,0.882355,-83.933223,NA,NA,NA,NA,NA,NA,NA,7.05689,0.225979,0.426512,0.060536,0.157677,1.418526,-61.726792
19612,8.916772,0.022189,0.395991,0.366073,0.111863,0.542155,-72.708904,NA,NA,NA,NA,NA,NA,NA,3.203511,0.68274,0.219078,0.381799,0.068299,0.155047,-84.601128
19653,18.211978,0.068844,0.052581,0.536699,0.071594,0.44323,-75.153907,10.541912,0.160198,0.19407,0.070444,0.02595,0.474632,-33.629635,5.284529,0.096943,0.066159,0.130722,0.043668,0.411656,-77.408986
19745,3.250078,0.628999,0.250698,0.188989,0.067009,0.099921,-79.792253,NA,NA,NA,NA,NA,NA,NA,6.896347,0.158134,0.312218,0.082334,0.132319,0.890966,-71.257136
19802,2.559973,0.078376,0.019403,0.151546,0.049599,-1.646231,-67.475485,NA,NA,NA,NA,NA,NA,NA,0.795368,0.150361,0.240213,0.170954,0.069521,0.494854,-100.912428
19935,6.253795,0.076222,0.122024,0.153745,0.066612,0.29979,-73.018486,NA,NA,NA,NA,NA,NA,NA,9.850711,0.097394,0.146219,0.17555,0.106098,1.570051,-62.737545
20131,6.472425,0.044016,0.212962,0.200972,0.117959,1.785291,-64.618659,NA,NA,NA,NA,NA,NA,NA,2.124503,0.67127,0.424616,0.409492,0.044446,0.520089,-85.536189
20321,15.989672,0.08695,0.071533,0.307531,0.036468,-0.044611,-58.647103,NA,NA,NA,NA,NA,NA,NA,31.073103,0.217996,0.440661,0.553524,0.095611,0.865889,-41.917549
20404,13.053182,0.078526,0.065903,0.198399,0.035146,0.941129,-49.966977,NA,NA,NA,NA,NA,NA,NA,7.150944,0.393345,0.467269,0.3287,0.096661,-0.583929,-50.359763
20487,5.432539,0.119164,0.288103,0.558045,0.079398,1.538003,-54.147353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20495,8.508213,0.353384,0.515434,0.074191,0.063282,1.874497,-47.120385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20594,23.098871,0.131949,0.278443,0.599872,0.109809,1.071204,-45.03315,NA,NA,NA,NA,NA,NA,NA,8.866406,0.407046,0.115324,0.380476,0.026499,0.467287,-42.778345
20677,12.455852,0.016722,0.265353,0.053804,0.131153,-1.208375,-78.072904,NA,NA,NA,NA,NA,NA,NA,9.54702,0.199882,0.070261,0.220848,0.027433,-0.330488,-49.080661
20735,1.603456,0.16045,0.601146,0.076102,0.078315,-0.251643,-94.546294,NA,NA,NA,NA,NA,NA,NA,7.933472,0.088049,0.034597,0.076276,0.047893,0.621794,-73.554156
20743,6.433944,0.094669,0.12723,0.534858,0.078712,0.9924,-66.363271,NA,NA,NA,NA,NA,NA,NA,1.243207,0.053443,0.067278,0.195479,0.065841,0.641338,-99.748119
20784,5.860446,0.32323,0.369932,0.059192,0.030887,2.10886,-46.336272,NA,NA,NA,NA,NA,NA,NA,3.705387,0.037267,0.550331,0.061193,0.053855,-0.187862,-85.541441
20818,13.283092,0.105243,0.02956,0.289201,0.076888,0.99923,-72.925869,NA,NA,NA,NA,NA,NA,NA,0.87124,0.174551,0.096267,0.328886,0.062827,-0.844816,-92.955884
20826,2.942259,0.059804,0.123126,0.687292,0.076849,0.444406,-93.353351,NA,NA,NA,NA,NA,NA,NA,1.786634,0.123808,0.511311,0.977545,0.04094,1.139863,-73.595386
20933,6.95469,0.148834,0.309996,0.06704,0.047871,0.703416,-40.035274,NA,NA,NA,NA,NA,NA,NA,7.139119,0.163162,0.310852,0.044195,0.032392,0.665607,-46.072541
21006,2.39538,0.088886,0.427808,2.12426,0.099978,0.30302,-70.844616,10.3297,0.165402,0.924076,0.049436,0.178736,0.579402,-60.638382,9.940138,0.338599,0.14277,0.046591,0.109636,0.415564,-65.122141
21030,12.405433,0.260595,0.057025,0.091969,0.080968,1.701103,-55.82171,11.365475,0.289698,0.12617,0.047031,0.060049,1.843062,-50.053577,6.071274,0.086921,0.404132,0.312247,0.066593,1.81807,-55.061286
21063,5.216745,0.094235,0.127205,0.156079,0.041081,-0.800279,-63.143965,NA,NA,NA,NA,NA,NA,NA,8.355318,0.088369,0.102335,0.48181,0.056041,-0.471485,-79.222534
21071,3.029281,0.20954,0.023101,0.944559,0.098932,0.787315,-86.964253,NA,NA,NA,NA,NA,NA,NA,1.596303,0.074741,0.265173,0.203723,0.063485,0.713011,-94.488413
21089,2.891299,0.157354,0.686933,0.471384,0.072006,1.474828,-68.400219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21147,6.310707,0.077126,0.089164,0.23416,0.046762,0.380192,-64.75738,NA,NA,NA,NA,NA,NA,NA,25.950506,0.067237,0.089439,0.139767,0.027672,0.525197,-35.949768
21238,2.465159,0.511456,0.045258,0.181808,0.101811,0.266639,-93.869009,NA,NA,NA,NA,NA,NA,NA,1.546352,0.193179,0.170193,0.366956,0.066677,0.027787,-96.501563
21287,5.958641,0.070547,0.13405,0.14281,0.032873,2.278678,-44.474155,NA,NA,NA,NA,NA,NA,NA,3.84358,0.35886,0.069372,0.149843,0.046731,1.087035,-81.68704
21303,12.956698,0.100366,0.126801,0.195997,0.040114,0.506809,-38.669785,11.378246,0.100818,0.643804,0.098987,0.057921,0.839732,-37.325421,3.764902,0.566558,0.033166,0.092715,0.069978,0.235647,-87.378654
21352,16.056717,0.116885,0.263364,0.36071,0.22064,0.817968,-73.866023,NA,NA,NA,NA,NA,NA,NA,8.939709,0.133341,0.421877,0.092133,0.037337,1.367215,-34.409232
21394,2.329636,0.188069,0.04544,0.146097,0.079636,0.821471,-90.539711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21436,10.968627,0.236386,0.055222,0.176034,0.158522,1.18094,-67.550292,NA,NA,NA,NA,NA,NA,NA,3.709159,0.084898,0.501771,0.073197,0.046635,0.407347,-67.923385
21600,5.483724,0.075896,0.262777,0.054219,0.035347,0.044396,-61.844172,NA,NA,NA,NA,NA,NA,NA,2.118447,0.324399,0.678033,0.454102,0.064497,-0.654186,-82.096142
21634,1.648088,0.245457,0.108878,0.647957,0.087838,0.788014,-89.206716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
